schema,nome_tabela,qtd_colunas,nome_colunas,dominio,texto
b_sefaz_fiplan,acwtb0552,8,"{rsrc,ldts,iden_versao,iden_pacote_despesa_subelemen,iden_pacote_despesa,id_subelemento_despesa,data_cadastro,data_atualizacao}",financeiro,b sefaz fiplan acwtb0552 8 rsrc ldts iden versao iden pacote despesa subelemen iden pacote despesa id subelemento despesa data cadastro data atualizacao
b_sefaz_fiplan,acwtb0579,14,"{rsrc,nome_subtipo_despesa,ldts,iden_versao,iden_tipo_despesa,iden_subtipo_despesa,id_usuario,flag_situacao,flag_servicos_pf,flag_poder_executivo,data_cadastro,data_atualizacao,codg_subtipo_despesa,cd_exercicio}",financeiro,b sefaz fiplan acwtb0579 14 rsrc nome subtipo despesa ldts iden versao iden tipo despesa iden subtipo despesa id usuario flag situacao flag servicos pf flag poder executivo data cadastro data atualizacao codg subtipo despesa cd exercicio
b_sefaz_fiplan,acwtb0689,9,"{valr_nob_subelemento,rsrc,numr_nob,ldts,iden_versao,iden_nob_subelemento,iden_liq_subelemento,data_cadastro,data_atualizacao}",financeiro,b sefaz fiplan acwtb0689 9 valr nob subelemento rsrc numr nob ldts iden versao iden nob subelemento iden liq subelemento data cadastro data atualizacao
b_sefaz_fiplan,dotacao_orcamentaria,42,"{vl_suplementado,vl_reservado,vl_proposto,vl_projeto_lei,vl_pago,vl_orcado_inicial,vl_liquidado,vl_empenhado,vl_bloqueado,vl_anulado,valr_limite_antecipacao_ploa,valr_dotacao_recebida,valr_dotacao_concedida,valr_contingenciamento_reserva,valr_antecipar_ploa,rsrc,ldts,id_versao,id_usuario_aprovacao_seplan,id_usuario_aprovacao_sefaz,id_unidade_orcamentaria,id_unidade_gestora,id_subfuncao,id_regional,id_programa_governo,id_paoe,id_natureza_despesa,id_identificador_contra_part,id_funcao,id_fonte_recurso,id_dotacao_origem,id_dotacao_orcamentaria,id_dotacao_extinta,flg_esfera,flag_tipo_recurso_orcamentario,flag_aprovacao_seplan,data_cadastro,data_atualizacao,data_aprovacao_seplan,codg_dotacao_orcamentaria,cd_exercicio_extincao,cd_exercicio}",financeiro,b sefaz fiplan dotacao orcamentaria 42 vl suplementado vl reservado vl proposto vl projeto lei vl pago vl orcado inicial vl liquidado vl empenhado vl bloqueado vl anulado valr limite antecipacao ploa valr dotacao recebida valr dotacao concedida valr contingenciamento reserva valr antecipar ploa rsrc ldts id versao id usuario aprovacao seplan id usuario aprovacao sefaz id unidade orcamentaria id unidade gestora id subfuncao id regional id programa governo id paoe id natureza despesa id identificador contra part id funcao id fonte recurso id dotacao origem id dotacao orcamentaria id dotacao extinta flg esfera flag tipo recurso orcamentario flag aprovacao seplan data cadastro data atualizacao data aprovacao seplan codg dotacao orcamentaria cd exercicio extincao cd exercicio
b_sefaz_fiplan,elemento_despesa,30,"{rsrc,ldts,id_versao,id_elemento_despesa,flg_ind_regionalizacao_pta,flg_ind_inf_nota_fiscal,flg_ind_elemento_patrimonial,flg_ind_desembolso_mes_pta,flg_ind_contratos,flg_ind_aval,flg_elemento_patrimonial,flag_tipo_contrato,flag_situacao,flag_pta_con_teto_des_pri_cor,flag_ordem_cronologica,flag_led,flag_integracao_sigpat,flag_integracao_siag,flag_formalizacao_op_credito,flag_docto_processo,flag_docto_fiscal,flag_docto_contrato,flag_despesa_exerc_anteriores,flag_desdobra_vpd_se,ds_sigla,ds_elemento_despesa,data_cadastro,data_atualizacao,cd_exercicio,cd_elemento_despesa}",financeiro,b sefaz fiplan elemento despesa 30 rsrc ldts id versao id elemento despesa flg ind regionalizacao pta flg ind inf nota fiscal flg ind elemento patrimonial flg ind desembolso mes pta flg ind contratos flg ind aval flg elemento patrimonial flag tipo contrato flag situacao flag pta con teto des pri cor flag ordem cronologica flag led flag integracao sigpat flag integracao siag flag formalizacao op credito flag docto processo flag docto fiscal flag docto contrato flag despesa exerc anteriores flag desdobra vpd se ds sigla ds elemento despesa data cadastro data atualizacao cd exercicio cd elemento despesa
b_sefaz_fiplan,fonte_recurso,28,"{rsrc,ldts,iden_marcador_fonte,iden_fonte_recurso_siconfi,id_versao,id_frecurso_exercicio_ant,id_fonte_recurso,flg_vinculada,flg_tipo_recurso,flg_func_fonte,flg_ativo,flag_teto_financeiro,flag_regionalizacao,flag_pta_con_teto_des_pri_cor,flag_planejamento,flag_perm_anul_rec_super,flag_fonte_recurso_sucessora,flag_exercicio_anterior,flag_crd,flag_concessao_orcamentaria,flag_concessao_financeira,flag_aprovacao_sefaz,ds_sigla,ds_fonte_recurso,data_cadastro,data_atualizacao,cd_fonte_recurso,cd_exercicio}",financeiro,b sefaz fiplan fonte recurso 28 rsrc ldts iden marcador fonte iden fonte recurso siconfi id versao id frecurso exercicio ant id fonte recurso flg vinculada flg tipo recurso flg func fonte flg ativo flag teto financeiro flag regionalizacao flag pta con teto des pri cor flag planejamento flag perm anul rec super flag fonte recurso sucessora flag exercicio anterior flag crd flag concessao orcamentaria flag concessao financeira flag aprovacao sefaz ds sigla ds fonte recurso data cadastro data atualizacao cd fonte recurso cd exercicio
b_sefaz_fiplan,funcao,10,"{rsrc,ldts,id_versao,id_funcao,ds_sigla,ds_funcao,data_cadastro,data_atualizacao,cd_funcao,cd_exercicio}",financeiro,b sefaz fiplan funcao 10 rsrc ldts id versao id funcao ds sigla ds funcao data cadastro data atualizacao cd funcao cd exercicio
b_sefaz_fiplan,identificador_contra_partida,13,"{rsrc,ldts,id_versao,id_identificador_contra_part,flag_setorial_alt_iduso_suplementante,flag_setorial_alt_iduso_anulante,flag_regionalizacao,ds_sigla,ds_identificador_contra_part,data_cadastro,data_atualizacao,cd_identificador_contra_part,cd_exercicio}",financeiro,b sefaz fiplan identificador contra partida 13 rsrc ldts id versao id identificador contra part flag setorial alt iduso suplementante flag setorial alt iduso anulante flag regionalizacao ds sigla ds identificador contra part data cadastro data atualizacao cd identificador contra part cd exercicio
b_sefaz_fiplan,item_dominio,11,"{seqn_ordenacao,rsrc,ldts,id_versao,id_item_dominio,id_dominio,ds_item_dominio,data_cadastro,data_atualizacao,cd_item_dominio,cd_exercicio}",financeiro,b sefaz fiplan item dominio 11 seqn ordenacao rsrc ldts id versao id item dominio id dominio ds item dominio data cadastro data atualizacao cd item dominio cd exercicio
b_sefaz_fiplan,natureza_despesa,20,"{rsrc,ldts,id_versao,id_subelemento_despesa,id_natureza_despesa_ex,id_natureza_despesa,id_modalidade_aplicacao,id_grupo_despesa,id_elemento_despesa,id_categoria_economica,flg_status,flag_situacao,flag_integracao_siag,flag_aprovacao_sefaz,ds_sigla,ds_natureza_despesa,data_cadastro,data_atualizacao,cd_natureza_despesa,cd_exercicio}",financeiro,b sefaz fiplan natureza despesa 20 rsrc ldts id versao id subelemento despesa id natureza despesa ex id natureza despesa id modalidade aplicacao id grupo despesa id elemento despesa id categoria economica flg status flag situacao flag integracao siag flag aprovacao sefaz ds sigla ds natureza despesa data cadastro data atualizacao cd natureza despesa cd exercicio
b_sefaz_fiplan,orgao,17,"{rsrc,ldts,id_versao,id_tipo_poder,id_orgao,flg_tp_poder,flg_ativo,flag_concessao_orcamentaria,flag_concessao_financeira,ds_res_orgao,ds_orgao,ds_historico,ds_endereco,data_cadastro,data_atualizacao,cd_orgao,cd_exercicio}",entidade,b sefaz fiplan orgao 17 rsrc ldts id versao id tipo poder id orgao flg tp poder flg ativo flag concessao orcamentaria flag concessao financeira ds res orgao ds orgao ds historico ds endereco data cadastro data atualizacao cd orgao cd exercicio
b_sefaz_fiplan,paoe,46,"{rsrc,publico_alvo,produtos,ldts,justificativa,iden_publico_alvo,iden_fonte_recurso_siconfi,id_versao,id_unidade_orcamentaria,id_unidade_medida,id_subfuncao,id_programa_governo,id_produto,id_paoe_ant,id_paoe,flg_tipo,flag_utilizacao_ppa_pta,flag_tipo_operacao_credito,flag_soma_produto,flag_regionalizacao,flag_pta_con_teto_des_pri_cor,flag_projeto_investimentos,flag_processos_concomitantes,flag_prioritaria,flag_permis_anula_contrapartid,flag_orcamento_tematico,flag_obrigatoriedade_pta,flag_monitoramento,flag_contribui_ods,flag_cont_ppa_ant,flag_consumo_teto_orc,flag_bloqueio_alo,flag_acao_rpv,flag_acao_padronizada,flag_acao_nao_orcamentaria,flag_acao_abrangente,fatores_criticos_sucesso,ds_sigla,ds_paoe,ds_objetivo,desc_revisao_ppa,data_cadastro,data_atualizacao,cd_paoe,cd_exercicio,beneficios}",financeiro,b sefaz fiplan paoe 46 rsrc publico alvo produtos ldts justificativa iden publico alvo iden fonte recurso siconfi id versao id unidade orcamentaria id unidade medida id subfuncao id programa governo id produto id paoe ant id paoe flg tipo flag utilizacao ppa pta flag tipo operacao credito flag soma produto flag regionalizacao flag pta con teto des pri cor flag projeto investimentos flag processos concomitantes flag prioritaria flag permis anula contrapartid flag orcamento tematico flag obrigatoriedade pta flag monitoramento flag contribui ods flag cont ppa ant flag consumo teto orc flag bloqueio alo flag acao rpv flag acao padronizada flag acao nao orcamentaria flag acao abrangente fatores criticos sucesso ds sigla ds paoe ds objetivo desc revisao ppa data cadastro data atualizacao cd paoe cd exercicio beneficios
b_sefaz_fiplan,programa_governo,45,"{rsrc,ldts,iden_diretriz,id_versao,id_usuario,id_unidade_orcamentaria,id_programa_governo_ant,id_programa_governo,id_objetivo_estrategico,id_funcao,id_area_politica,flg_varia_funcao,flg_tipo_programa,flg_apoio_adm,flg_abrangencia,flag_utilizacao_ppa_pta,flag_status_programa_rag,flag_regionalizacao,flag_publico_alvo,flag_programa_priorizado,flag_posicionamento_mapa,flag_orcamento_tematico,flag_cont_ppa_ant,exercicio_vigencia_ppa,ds_sigla,ds_responsavel,ds_publico_alvo,ds_programa_governo,ds_problema,ds_objetivo,ds_justificativa,desc_revisao_ppa,desc_resultado_rag,desc_restricao_prov_rag,desc_recomend_unidade_rag,desc_outro_prod_entregue_rag,desc_outro_aspecto_relev_rag,desc_just_indicador_rag,desc_execucao_programa_rag,desc_analise_ppd_rag,desc_analise_cofd_rag,data_cadastro,data_atualizacao,cd_programa_governo,cd_exercicio}",financeiro,b sefaz fiplan programa governo 45 rsrc ldts iden diretriz id versao id usuario id unidade orcamentaria id programa governo ant id programa governo id objetivo estrategico id funcao id area politica flg varia funcao flg tipo programa flg apoio adm flg abrangencia flag utilizacao ppa pta flag status programa rag flag regionalizacao flag publico alvo flag programa priorizado flag posicionamento mapa flag orcamento tematico flag cont ppa ant exercicio vigencia ppa ds sigla ds responsavel ds publico alvo ds programa governo ds problema ds objetivo ds justificativa desc revisao ppa desc resultado rag desc restricao prov rag desc recomend unidade rag desc outro prod entregue rag desc outro aspecto relev rag desc just indicador rag desc execucao programa rag desc analise ppd rag desc analise cofd rag data cadastro data atualizacao cd programa governo cd exercicio
b_sefaz_fiplan,regional,10,"{rsrc,ldts,id_versao,id_regional,ds_sigla,ds_regional,data_cadastro,data_atualizacao,cd_regional,cd_exercicio}",entidade,b sefaz fiplan regional 10 rsrc ldts id versao id regional ds sigla ds regional data cadastro data atualizacao cd regional cd exercicio
b_sefaz_fiplan,subelemento_despesa,22,"{rsrc,ldts,iden_subelemento_siconfi,id_versao,id_subelemento_despesa,id_elemento_despesa,flg_pregao,flg_lancto_contabil_patrimonia,flg_lancto_contabil,flg_adiantamento,flag_subelemento_irp,flag_situacao,flag_devolucao_bad,flag_cat_ordem_cronologica_se,flag_antecipacao_abj,ds_subelemento,ds_sigla,desc_interpretacao,data_cadastro,data_atualizacao,cd_subelemento,cd_exercicio}",financeiro,b sefaz fiplan subelemento despesa 22 rsrc ldts iden subelemento siconfi id versao id subelemento despesa id elemento despesa flg pregao flg lancto contabil patrimonia flg lancto contabil flg adiantamento flag subelemento irp flag situacao flag devolucao bad flag cat ordem cronologica se flag antecipacao abj ds subelemento ds sigla desc interpretacao data cadastro data atualizacao cd subelemento cd exercicio
b_sefaz_fiplan,subfuncao,10,"{rsrc,ldts,id_versao,id_subfuncao,ds_subfuncao,ds_sigla,data_cadastro,data_atualizacao,cd_subfuncao,cd_exercicio}",financeiro,b sefaz fiplan subfuncao 10 rsrc ldts id versao id subfuncao ds subfuncao ds sigla data cadastro data atualizacao cd subfuncao cd exercicio
b_sefaz_fiplan,tipo_despesa,15,"{rsrc,ldts,id_versao,id_tipo_despesa,flag_nat_desp_excecao,flag_isento_td,flag_doc_fiscal_aqs_liq,flag_base_legal,flag_adiantamento,ds_tipo_despesa,ds_historico,data_cadastro,data_atualizacao,cd_tipo_despesa,cd_exercicio}",financeiro,b sefaz fiplan tipo despesa 15 rsrc ldts id versao id tipo despesa flag nat desp excecao flag isento td flag doc fiscal aqs liq flag base legal flag adiantamento ds tipo despesa ds historico data cadastro data atualizacao cd tipo despesa cd exercicio
b_sefaz_fiplan,unidade_gestora,18,"{rsrc,ldts,id_versao,id_unidade_orcamentaria,id_unidade_gestora,id_ug_sucessora_ug_extinta,id_ug_destino,id_cidade,flg_ativo,flag_secretaria_executiva,flag_crd,ds_unidade_gestora,ds_sigla,ds_responsavel,data_cadastro,data_atualizacao,cd_unidade_gestora,cd_exercicio}",entidade,b sefaz fiplan unidade gestora 18 rsrc ldts id versao id unidade orcamentaria id unidade gestora id ug sucessora ug extinta id ug destino id cidade flg ativo flag secretaria executiva flag crd ds unidade gestora ds sigla ds responsavel data cadastro data atualizacao cd unidade gestora cd exercicio
b_sefaz_fiplan,unidade_orcamentaria,64,"{valr_teto_dpc_ppa,valr_teto_desp_pri_cor,rsrc,responsavel,permissao_subelemento_zero,missao,legislacao,ldts,iden_uo_patrimonial,iden_poder_orgao_siconfi,iden_legislacao,iden_entidade_aplic,id_versao,id_usuario,id_unidade_orcamentaria,id_tipoinst,id_orgao,id_cidade,id_area_politica,flg_tipo_adm,flg_ativo,flg_arh,flag_validacao_obf,flag_uo_liberada_utilizacao_qualquer_tipo_alo,flag_trans_eletron_outro_poder,flag_teto_modelo_quadro_orc,flag_teto_financeiro,flag_regionalizacao_pta,flag_regionalizacao,flag_reg_obrig_intra_drc,flag_pta,flag_processos_concomitantes,flag_obrigatoriedade_rag,flag_obrig_cpf_pta,flag_obrig_atualizacao_pta,flag_mes_contabil,flag_integracao_sigpat,flag_integracao_sicad,flag_integracao_siag,flag_integracao_gv,flag_gera_aplic,flag_crd,flag_carga_preliminar_exe_ant,flag_carga_pos_encerramento,flag_calculo_alt_regiao_alo,flag_bloqueio_rotina_cred_adic,flag_bloqueio_pta_gerencial,flag_bloqueio_pta,flag_bloqueio_ppa_revisao,flag_bloqueio_ppa,flag_bloqueio_memoria_calculo,flag_bloqueio_execucao_pmd,flag_bloqueio_execucao_orc,flag_aprovacao_automatica_pmd,ds_unidade_orcamentaria,ds_sigla,ds_historico,desc_revisao_ppa,desc_nome_arquivo,data_extincao_uo,data_cadastro,data_atualizacao,cd_unidade_orcamentaria,cd_exercicio}",entidade,b sefaz fiplan unidade orcamentaria 64 valr teto dpc ppa valr teto desp pri cor rsrc responsavel permissao subelemento zero missao legislacao ldts iden uo patrimonial iden poder orgao siconfi iden legislacao iden entidade aplic id versao id usuario id unidade orcamentaria id tipoinst id orgao id cidade id area politica flg tipo adm flg ativo flg arh flag validacao obf flag uo liberada utilizacao qualquer tipo alo flag trans eletron outro poder flag teto modelo quadro orc flag teto financeiro flag regionalizacao pta flag regionalizacao flag reg obrig intra drc flag pta flag processos concomitantes flag obrigatoriedade rag flag obrig cpf pta flag obrig atualizacao pta flag mes contabil flag integracao sigpat flag integracao sicad flag integracao siag flag integracao gv flag gera aplic flag crd flag carga preliminar exe ant flag carga pos encerramento flag calculo alt regiao alo flag bloqueio rotina cred adic flag bloqueio pta gerencial flag bloqueio pta flag bloqueio ppa revisao flag bloqueio ppa flag bloqueio memoria calculo flag bloqueio execucao pmd flag bloqueio execucao orc flag aprovacao automatica pmd ds unidade orcamentaria ds sigla ds historico desc revisao ppa desc nome arquivo data extincao uo data cadastro data atualizacao cd unidade orcamentaria cd exercicio
b_sefaz_sigcon,mtc_conv_pc,48,"{rsrc,ldts,cpc_vl_proponente_nf,cpc_vl_proponente,cpc_vl_concedente_nf,cpc_vl_concedente,cpc_vl_aplic_finan,cpc_usu_atualizacao,cpc_usr_recebe_notificacao,cpc_usr_envio_notificacao,cpc_situacao_descricao,cpc_situacao,cpc_sit_fiscalizacao,cpc_prazo,cpc_parcial_final,cpc_ordem,cpc_nr_processo,cpc_nr_oficio_notificacao,cpc_nr_oficio_encaminha,cpc_id,cpc_flag_retorno,cpc_ent_proponente_cnpj,cpc_ent_proponente,cpc_ent_concede_cnpj,cpc_ent_concede,cpc_dt_recebe_notificacao,cpc_dt_processo,cpc_dt_oficio_notificacao,cpc_dt_oficio_encaminha,cpc_dt_inicio,cpc_dt_fim,cpc_dt_esp,cpc_dt_envio_notificacao,cpc_dt_envio,cpc_dt_diligencia_final,cpc_dt_diligencia,cpc_dt_conclusao_analise_pc_final,cpc_dt_atualizacao,cpc_dt_analise,cpc_dirigente,cpc_devolvida_usu,cpc_devolvida_motivo,cpc_devolvida_data,cpc_conteudo_oficio_notificacao,cpc_complemento,cpc_automatica,cpc_aceitar_notificacao,conv_id}",normas,b sefaz sigcon mtc conv pc 48 rsrc ldts cpc vl proponente nf cpc vl proponente cpc vl concedente nf cpc vl concedente cpc vl aplic finan cpc usu atualizacao cpc usr recebe notificacao cpc usr envio notificacao cpc situacao descricao cpc situacao cpc sit fiscalizacao cpc prazo cpc parcial final cpc ordem cpc nr processo cpc nr oficio notificacao cpc nr oficio encaminha cpc id cpc flag retorno cpc ent proponente cnpj cpc ent proponente cpc ent concede cnpj cpc ent concede cpc dt recebe notificacao cpc dt processo cpc dt oficio notificacao cpc dt oficio encaminha cpc dt inicio cpc dt fim cpc dt esp cpc dt envio notificacao cpc dt envio cpc dt diligencia final cpc dt diligencia cpc dt conclusao analise pc final cpc dt atualizacao cpc dt analise cpc dirigente cpc devolvida usu cpc devolvida motivo cpc devolvida data cpc conteudo oficio notificacao cpc complemento cpc automatica cpc aceitar notificacao conv id
b_sefaz_sigcon,mtc_conv_termos_aditivos,42,"{rsrc,ldts,cta_vigencia,cta_valor,cta_tipo,cta_recurso_nao_financeiro,cta_recurso_financeiro,cta_prop_dirigente_rg_exp,cta_prop_dirigente_rg_dt,cta_prop_dirigente_rg,cta_prop_dirigente_mat,cta_prop_dirigente_funcao,cta_prop_dirigente_cpf,cta_prop_dirigente_cargo,cta_prop_dirigente,cta_parecer_concedente_obs,cta_parecer_concedente_data,cta_parecer_concedente,cta_objeto,cta_numero,cta_justificativa,cta_id,cta_exoficio,cta_exec_dirigente_rg_exp,cta_exec_dirigente_rg_dt,cta_exec_dirigente_rg,cta_exec_dirigente_mat,cta_exec_dirigente_funcao,cta_exec_dirigente_cpf,cta_exec_dirigente_cargo,cta_exec_dirigente,cta_ent_proponente_cnpj,cta_ent_proponente,cta_ent_concede_cnpj,cta_ent_concede,cta_dt_publicacao,cta_dt_prop_plan_trab,cta_dt_pedido,cta_dt_inicio,cta_dt_entrada,cta_dt_assinatura,conv_id}",normas,b sefaz sigcon mtc conv termos aditivos 42 rsrc ldts cta vigencia cta valor cta tipo cta recurso nao financeiro cta recurso financeiro cta prop dirigente rg exp cta prop dirigente rg dt cta prop dirigente rg cta prop dirigente mat cta prop dirigente funcao cta prop dirigente cpf cta prop dirigente cargo cta prop dirigente cta parecer concedente obs cta parecer concedente data cta parecer concedente cta objeto cta numero cta justificativa cta id cta exoficio cta exec dirigente rg exp cta exec dirigente rg dt cta exec dirigente rg cta exec dirigente mat cta exec dirigente funcao cta exec dirigente cpf cta exec dirigente cargo cta exec dirigente cta ent proponente cnpj cta ent proponente cta ent concede cnpj cta ent concede cta dt publicacao cta dt prop plan trab cta dt pedido cta dt inicio cta dt entrada cta dt assinatura conv id
b_sefaz_sigcon,mtc_convenios,140,"{rsrc,ldts,enu_id,conv_vl_devolvido_rescisao,conv_valor2,conv_valor1,conv_usu_entrada,conv_titulo,conv_tipo_rescisao,conv_tipo_recurso,conv_resumo_objeto,conv_recurso_nao_financeiro,conv_recurso_financeiro,conv_projeto_atividade,conv_programa_estado,conv_programa,conv_processo,conv_praca_pgto2,conv_praca_pgto,conv_perc_exec_fisica,conv_parecer_usuario,conv_parecer_seplan_obs,conv_parecer_seplan,conv_parecer_sefaz_obs,conv_parecer_sefaz,conv_parecer_generico_tematico,conv_parecer_generico_devolv,conv_parecer_generico_conteudo,conv_parecer_generico,conv_parecer_concedente_obs,conv_parecer_concedente,conv_parecer_aprovacao,conv_objeto,conv_numr_protocolo_sigadoc,conv_numr_competencia,conv_numr_area,conv_numero_siconv,conv_numero_proposta,conv_numero,conv_municipio_habitantes,conv_motivo_devolucao,conv_justificativa_rescisao,conv_justificativa,conv_ingresso_repasse,conv_id,conv_gestor_portaria_nr,conv_gestor_portaria_doe,conv_gestor_portaria_data,conv_fonte2_cod,conv_fonte2,conv_fonte1_cod,conv_fonte1,conv_executor_interveniente,conv_ent_prop_uf,conv_ent_prop_fone,conv_ent_prop_fax,conv_ent_prop_esf_adm,conv_ent_prop_endereco,conv_ent_prop_dirigente_rg_exp,conv_ent_prop_dirigente_rg_dt,conv_ent_prop_dirigente_rg,conv_ent_prop_dirigente_mat,conv_ent_prop_dirigente_funcao,conv_ent_prop_dirigente_cpf,conv_ent_prop_dirigente_cargo,conv_ent_prop_dirigente,conv_ent_prop_ddd,conv_ent_prop_cnpj,conv_ent_prop_cidade,conv_ent_prop_cep,conv_ent_prop,conv_ent_exec_uf,conv_ent_exec_fone,conv_ent_exec_fax,conv_ent_exec_esf_adm,conv_ent_exec_endereco,conv_ent_exec_dirigente_rg_exp,conv_ent_exec_dirigente_rg_dt,conv_ent_exec_dirigente_rg,conv_ent_exec_dirigente_mat,conv_ent_exec_dirigente_funcao,conv_ent_exec_dirigente_cpf,conv_ent_exec_dirigente_cargo,conv_ent_exec_dirigente,conv_ent_exec_ddd,conv_ent_exec_cnpj,conv_ent_exec_cidade,conv_ent_exec_cep,conv_ent_exec,conv_ent_concede_uf,conv_ent_concede_esf_adm,conv_ent_concede_endereco,conv_ent_concede_cnpj,conv_ent_concede_cidade,conv_ent_concede_cep,conv_ent_concede,conv_emergencia,conv_dt_termino,conv_dt_rescisao,conv_dt_publicacao,conv_dt_prop_plan_trab,conv_dt_parecer,conv_dt_inicio,conv_dt_exec_fisica,conv_dt_entrada,conv_dt_assinatura,conv_dt_abertura_conta2,conv_dt_abertura_conta,conv_dt_50perc_execucao,conv_dt_1o_pub_edital_licitacao,conv_dt_1o_ordem_servico,conv_dt_1o_assinatura_contrato,conv_dt_100perc_execucao,conv_devolvido,conv_conta2,conv_conta,conv_cod_subfuncao,conv_cod_siaf2,conv_cod_siaf,conv_cod_programa,conv_cod_natureza2,conv_cod_natureza1,conv_cod_funcao,conv_cod_esfera,conv_cod_acao,conv_calamidade_publica,conv_banco_backup,conv_banco_aux,conv_banco2,conv_banco,conv_autoriza_pgt_concedente_usuario,conv_autoriza_pgt_concedente_descricao,conv_autoriza_pgt_concedente_data,conv_autoriza_pgt_concedente,conv_ano_siconv,conv_agencia2,conv_agencia,cid_id_prop,cid_id_exec,cid_id_concede}",financeiro,b sefaz sigcon mtc convenios 140 rsrc ldts enu id conv vl devolvido rescisao conv valor2 conv valor1 conv usu entrada conv titulo conv tipo rescisao conv tipo recurso conv resumo objeto conv recurso nao financeiro conv recurso financeiro conv projeto atividade conv programa estado conv programa conv processo conv praca pgto2 conv praca pgto conv perc exec fisica conv parecer usuario conv parecer seplan obs conv parecer seplan conv parecer sefaz obs conv parecer sefaz conv parecer generico tematico conv parecer generico devolv conv parecer generico conteudo conv parecer generico conv parecer concedente obs conv parecer concedente conv parecer aprovacao conv objeto conv numr protocolo sigadoc conv numr competencia conv numr area conv numero siconv conv numero proposta conv numero conv municipio habitantes conv motivo devolucao conv justificativa rescisao conv justificativa conv ingresso repasse conv id conv gestor portaria nr conv gestor portaria doe conv gestor portaria data conv fonte2 cod conv fonte2 conv fonte1 cod conv fonte1 conv executor interveniente conv ent prop uf conv ent prop fone conv ent prop fax conv ent prop esf adm conv ent prop endereco conv ent prop dirigente rg exp conv ent prop dirigente rg dt conv ent prop dirigente rg conv ent prop dirigente mat conv ent prop dirigente funcao conv ent prop dirigente cpf conv ent prop dirigente cargo conv ent prop dirigente conv ent prop ddd conv ent prop cnpj conv ent prop cidade conv ent prop cep conv ent prop conv ent exec uf conv ent exec fone conv ent exec fax conv ent exec esf adm conv ent exec endereco conv ent exec dirigente rg exp conv ent exec dirigente rg dt conv ent exec dirigente rg conv ent exec dirigente mat conv ent exec dirigente funcao conv ent exec dirigente cpf conv ent exec dirigente cargo conv ent exec dirigente conv ent exec ddd conv ent exec cnpj conv ent exec cidade conv ent exec cep conv ent exec conv ent concede uf conv ent concede esf adm conv ent concede endereco conv ent concede cnpj conv ent concede cidade conv ent concede cep conv ent concede conv emergencia conv dt termino conv dt rescisao conv dt publicacao conv dt prop plan trab conv dt parecer conv dt inicio conv dt exec fisica conv dt entrada conv dt assinatura conv dt abertura conta2 conv dt abertura conta conv dt 50perc execucao conv dt 1o pub edital licitacao conv dt 1o ordem servico conv dt 1o assinatura contrato conv dt 100perc execucao conv devolvido conv conta2 conv conta conv cod subfuncao conv cod siaf2 conv cod siaf conv cod programa conv cod natureza2 conv cod natureza1 conv cod funcao conv cod esfera conv cod acao conv calamidade publica conv banco backup conv banco aux conv banco2 conv banco conv autoriza pgt concedente usuario conv autoriza pgt concedente descricao conv autoriza pgt concedente data conv autoriza pgt concedente conv ano siconv conv agencia2 conv agencia cid id prop cid id exec cid id concede
b_sefaz_sigcon,mtc_plano_aplicacao,11,"{rsrc,pla_vl_proponente_nf,pla_vl_proponente,pla_vl_concedente_nf,pla_vl_concedente,pla_natureza,pla_id,pla_descricao,ldts,cta_id,conv_id}",normas,b sefaz sigcon mtc plano aplicacao 11 rsrc pla vl proponente nf pla vl proponente pla vl concedente nf pla vl concedente pla natureza pla id pla descricao ldts cta id conv id
b_seplag_iomat,categoria_tipos,5,"{status,orig,nome,id,dtca}",normas,b seplag iomat categoria tipos 5 status orig nome id dtca
b_seplag_iomat,categorias,31,"{texto_sem_materia,tarja_id_materia,tarja_id,status,sigla,preco_por_pagina,preco_fixo,preco,particular,parent_id,orig,ordem_old,ordem_completa,ordem,obs_tarja,nome_tarja,nome_completo,nome,mostrar_sem_materia,licitacao,lei_municipal,id,grupo_categoria_id,gratuita,formatador,filhos,dtca,concurso,categoria_transparente,categoria_tipo_id,balcao}",normas,b seplag iomat categorias 31 texto sem materia tarja id materia tarja id status sigla preco por pagina preco fixo preco particular parent id orig ordem old ordem completa ordem obs tarja nome tarja nome completo nome mostrar sem materia licitacao lei municipal id grupo categoria id gratuita formatador filhos dtca concurso categoria transparente categoria tipo id balcao
