texto,dominio
b sefaz fiplan identificador contra partida 13 id identificador contra part cd exercicio cd identificador contra part ds identificador contra part ds sigla id versao data cadastro data atualizacao flag regionalizacao flag setorial alt iduso suplementante flag setorial alt iduso anulante orig dtca,financeiro
b sefaz fiplan item dominio 11 id item dominio id dominio cd exercicio cd item dominio ds item dominio id versao seqn ordenacao data cadastro data atualizacao orig dtca,financeiro
b sefaz fiplan natureza despesa 20 id natureza despesa cd exercicio ds natureza despesa ds sigla flg status id grupo despesa id modalidade aplicacao id elemento despesa id categoria economica id versao id subelemento despesa id natureza despesa ex cd natureza despesa data cadastro data atualizacao flag aprovacao sefaz flag situacao flag integracao siag orig dtca,financeiro
b sefaz fiplan orgao 17 id orgao cd exercicio cd orgao ds orgao ds res orgao ds historico flg tp poder id tipo poder ds endereco flg ativo id versao data cadastro data atualizacao flag concessao orcamentaria flag concessao financeira orig dtca,entidade
b sefaz fiplan paoe 46 id paoe cd exercicio cd paoe ds paoe ds sigla id subfuncao id produto id unidade orcamentaria id programa governo ds objetivo flg tipo id versao flag tipo operacao credito flag utilizacao ppa pta justificativa beneficios fatores criticos sucesso produtos publico alvo flag soma produto data cadastro data atualizacao flag acao abrangente flag obrigatoriedade pta flag monitoramento flag processos concomitantes flag acao padronizada id unidade medida flag prioritaria desc revisao ppa flag cont ppa ant id paoe ant flag acao nao orcamentaria flag consumo teto orc iden fonte recurso siconfi flag pta con teto des pri cor iden publico alvo flag acao rpv flag permis anula contrapartid flag regionalizacao flag contribui ods flag projeto investimentos flag orcamento tematico flag bloqueio alo orig dtca,financeiro
b sefaz fiplan programa governo 45 id programa governo cd exercicio cd programa governo ds programa governo ds sigla id objetivo estrategico flg abrangencia id area politica ds problema ds justificativa ds objetivo ds responsavel id unidade orcamentaria ds publico alvo flg varia funcao id versao flg tipo programa id funcao flg apoio adm flag utilizacao ppa pta exercicio vigencia ppa id usuario data cadastro data atualizacao desc just indicador rag desc analise ppd rag desc analise cofd rag desc execucao programa rag desc resultado rag desc restricao prov rag desc outro aspecto relev rag desc recomend unidade rag desc outro prod entregue rag flag status programa rag desc revisao ppa iden diretriz flag posicionamento mapa flag cont ppa ant id programa governo ant flag programa priorizado flag publico alvo flag regionalizacao flag orcamento tematico orig dtca,financeiro
b sefaz fiplan regional 10 id regional cd regional ds regional ds sigla id versao cd exercicio data cadastro data atualizacao orig dtca,entidade
b sefaz fiplan subelemento despesa 22 id subelemento despesa cd exercicio id elemento despesa ds sigla ds subelemento flg lancto contabil flg pregao flg adiantamento flg lancto contabil patrimonia id versao flag situacao desc interpretacao data cadastro data atualizacao flag subelemento irp flag devolucao bad cd subelemento flag antecipacao abj iden subelemento siconfi flag cat ordem cronologica se orig dtca,financeiro
b sefaz fiplan subfuncao 10 id subfuncao cd subfuncao ds subfuncao ds sigla id versao cd exercicio data cadastro data atualizacao orig dtca,financeiro
b sefaz fiplan tipo despesa 15 id tipo despesa cd tipo despesa ds tipo despesa id versao cd exercicio data cadastro data atualizacao flag isento td flag base legal flag doc fiscal aqs liq flag adiantamento ds historico flag nat desp excecao orig dtca,financeiro
b sefaz fiplan unidade gestora 18 id unidade gestora cd exercicio cd unidade gestora ds unidade gestora ds sigla flg ativo id cidade id unidade orcamentaria id versao ds responsavel data cadastro data atualizacao flag secretaria executiva id ug destino flag crd id ug sucessora ug extinta orig dtca,entidade
b sefaz fiplan unidade orcamentaria 64 id unidade orcamentaria cd unidade orcamentaria cd exercicio ds unidade orcamentaria ds sigla id tipoinst ds historico flg arh flg ativo id orgao id versao id cidade flg tipo adm flag bloqueio execucao orc flag obrig atualizacao pta responsavel flag integracao gv data cadastro data atualizacao id usuario flag mes contabil id area politica flag pta missao flag obrigatoriedade rag flag processos concomitantes legislacao flag regionalizacao pta desc nome arquivo flag obrig cpf pta flag integracao sigpat flag crd flag integracao siag iden uo patrimonial desc revisao ppa flag trans eletron outro poder flag teto financeiro flag validacao obf iden entidade aplic iden legislacao permissao subelemento zero flag carga preliminar exe ant iden poder orgao siconfi flag bloqueio execucao pmd valr teto desp pri cor flag bloqueio pta flag bloqueio pta gerencial flag bloqueio ppa flag bloqueio ppa revisao flag bloqueio rotina cred adic valr teto dpc ppa data extincao uo flag gera aplic flag aprovacao automatica pmd flag regionalizacao flag teto modelo quadro orc flag reg obrig intra drc flag calculo alt regiao alo flag integracao sicad flag bloqueio memoria calculo flag carga pos encerramento flag uo liberada utilizacao qualquer tipo alo orig dtca,entidade
b sefaz sigcon mtc conv pc 48 cpc id cpc automatica conv id cpc dt inicio cpc dt fim cpc nr oficio encaminha cpc dt oficio encaminha cpc dt envio cpc nr processo cpc dt processo cpc vl concedente cpc vl concedente nf cpc vl proponente cpc vl proponente nf cpc vl aplic finan cpc parcial final cpc situacao cpc situacao descricao cpc prazo cpc dt esp cpc dt analise cpc devolvida motivo cpc devolvida data cpc devolvida usu cpc dirigente cpc ordem cpc ent concede cpc ent concede cnpj cpc ent proponente cpc ent proponente cnpj cpc dt diligencia cpc dt diligencia final cpc dt atualizacao cpc usu atualizacao cpc flag retorno cpc nr oficio notificacao cpc dt oficio notificacao cpc conteudo oficio notificacao cpc dt envio notificacao cpc usr envio notificacao cpc dt recebe notificacao cpc usr recebe notificacao cpc aceitar notificacao cpc sit fiscalizacao cpc complemento cpc dt conclusao analise pc final rsrc ldts,normas
b sefaz sigcon mtc conv termos aditivos 42 cta id conv id cta numero cta tipo cta exoficio cta objeto cta justificativa cta prop dirigente cta prop dirigente cpf cta prop dirigente rg cta prop dirigente rg exp cta prop dirigente rg dt cta prop dirigente cargo cta prop dirigente funcao cta prop dirigente mat cta exec dirigente cta exec dirigente cpf cta exec dirigente rg cta exec dirigente rg exp cta exec dirigente rg dt cta exec dirigente cargo cta exec dirigente funcao cta exec dirigente mat cta valor cta dt inicio cta vigencia cta dt prop plan trab cta parecer concedente cta parecer concedente data cta parecer concedente obs cta dt assinatura cta dt publicacao cta dt entrada cta ent concede cta ent concede cnpj cta ent proponente cta ent proponente cnpj cta dt pedido cta recurso financeiro cta recurso nao financeiro rsrc ldts,normas
b sefaz sigcon mtc convenios 140 conv id conv ingresso repasse conv ent concede conv ent concede cnpj conv ent concede endereco conv ent concede cidade cid id concede conv ent concede uf conv ent concede cep conv ent concede esf adm conv ent prop conv ent prop cnpj conv ent prop endereco conv ent prop cidade cid id prop conv ent prop uf conv ent prop cep conv ent prop ddd conv ent prop fone conv ent prop fax conv ent prop esf adm conv ent prop dirigente conv ent prop dirigente cpf conv ent prop dirigente rg conv ent prop dirigente rg exp conv ent prop dirigente rg dt conv ent prop dirigente cargo conv ent prop dirigente funcao conv ent prop dirigente mat conv executor interveniente conv ent exec conv ent exec cnpj conv ent exec endereco conv ent exec cidade cid id exec conv ent exec uf conv ent exec cep conv ent exec ddd conv ent exec fone conv ent exec fax conv ent exec esf adm conv ent exec dirigente conv ent exec dirigente cpf conv ent exec dirigente rg conv ent exec dirigente rg exp conv ent exec dirigente rg dt conv ent exec dirigente cargo conv ent exec dirigente funcao conv ent exec dirigente mat conv banco conv agencia conv conta conv praca pgto conv dt abertura conta conv banco2 conv agencia2 conv conta2 conv praca pgto2 conv dt abertura conta2 conv cod siaf2 conv titulo conv objeto conv resumo objeto conv justificativa conv numero conv numero proposta conv processo conv programa conv programa estado conv projeto atividade conv fonte1 conv valor1 conv fonte2 conv valor2 conv dt inicio conv dt termino enu id conv gestor portaria nr conv gestor portaria data conv gestor portaria doe conv dt prop plan trab conv dt assinatura conv dt publicacao conv parecer concedente conv parecer concedente obs conv dt parecer conv parecer seplan conv parecer seplan obs conv parecer sefaz conv parecer sefaz obs conv cod siaf conv dt entrada conv usu entrada conv dt rescisao conv tipo rescisao conv justificativa rescisao conv vl devolvido rescisao conv cod esfera conv cod funcao conv cod subfuncao conv cod programa conv cod acao conv cod natureza1 conv fonte1 cod conv cod natureza2 conv fonte2 cod conv parecer aprovacao conv parecer usuario conv devolvido conv motivo devolucao conv parecer generico conv parecer generico conteudo conv parecer generico tematico conv parecer generico devolv conv autoriza pgt concedente conv autoriza pgt concedente descricao conv autoriza pgt concedente usuario conv autoriza pgt concedente data conv numero siconv conv ano siconv conv banco aux conv banco backup conv tipo recurso conv recurso financeiro conv recurso nao financeiro conv calamidade publica conv emergencia conv dt 50perc execucao conv dt 100perc execucao conv perc exec fisica conv dt exec fisica conv dt 1o pub edital licitacao conv dt 1o assinatura contrato conv dt 1o ordem servico conv municipio habitantes conv numr competencia conv numr area conv numr protocolo sigadoc rsrc ldts,financeiro
b sefaz sigcon mtc plano aplicacao 11 pla id conv id pla natureza pla descricao pla vl concedente pla vl concedente nf pla vl proponente pla vl proponente nf cta id rsrc ldts,normas
b seplag iomat categoria tipos 5 id nome status orig dtca,normas
b seplag iomat categorias 31 id grupo categoria id nome nome completo sigla preco parent id tarja id status balcao licitacao concurso categoria tipo id preco fixo gratuita ordem ordem old nome tarja categoria transparente mostrar sem materia texto sem materia tarja id materia filhos ordem completa obs tarja formatador lei municipal particular preco por pagina orig dtca,normas
b seplag iomat clientes 49 id nome nome fantasia razao social tipo pessoa cpf cnpj data criacao telefone email status materia retroativa vencimento id enviar outros clientes cliente classificacao id site isento substituto tributario horario envio isento iss editar materia remover justificativa remover usuario remover data reativar justificativa reativar usuario reativar data insc estadual insc municipal fatura outros clientes identificador assinante outros emails telefone legado tipo bloqueio ativo inicio ativo fim telefone adicional ver valor publicacao codigo ug data nascimento desconto aprovado sigla casa civil aliquotas ir cod integracao aprovar redacao credito publicacao orig dtca,pessoas
b seplag iomat edicoes 26 id tipo edicao id data numpag tamanho custo ano numero publica assinado data publicada publicada capa tipo suplemento id hash situacao downloads ativo justificativa sincronizada clipping enviado whatsapp enviado telegram enviado destaque orig dtca,normas
b seplag iomat grupo categorias 48 id nome ordem pagina numero colunas pagina largura colunas pagina largura pagina altura pagina margem esquerda pagina margem direita pagina distancia colunas fonte nome fonte tamanho fonte tamanho calculo fonte tabela nome fonte tabela tamanho fonte tabela tamanho calculo fonte html nome fonte html tamanho mostrar html primeira pagina sumario preco fonte bold fonte italic fonte underline fonte superscript fonte subscript paragraph alignment paragraph left indent paragraph right indent paragraph first line indent paragraph blank line paragraph spacing rule paragraph spacing caderno id pagina margem superior pagina margem inferior reformat pagina numero colunas reformat pagina altura reformat pagina largura reformat pagina margem esquerda reformat pagina margem direita reformat pagina largura colunas reformat pagina margem superior reformat pagina margem inferior reformat pagina distancia colunas orig dtca,normas
b seplag iomat materia datas 32 id materia id edicao id valor valor contabil data protocolo situacao orcamento id situacao financeiro justificativa isenta ordem valor manual fatura id centimetragem manual pagina inicial pagina final tipo suplemento id conferencia observacao justificativa gratuidade gratuita hash sumario titulo sumario subtitulo sumario conteudo pagina inicial caderno pagina final caderno materia retificada id orig dtca,normas
b seplag iomat materia metainfos 20 id envio id materia id materia data id usuario id cliente id cliente envio id vencimento id categoria id tipo edicao id faturado envio data origem situacao extensao publicacao data protocolo valor orig dtca,normas
b seplag iomat materias 6 id titulo arquivo html categoria id orig dtca,normas
b seplag iomat materias html 5 id content type status code content dlts,normas
b seplag pontofrequencian tbcargo 6 idcargo dscargo cbocargo idcargoantigo orig dtca,pessoas
b seplag pontofrequencian tbempresa 32 idempresa dsempresa endereco idstatus horaentradamanhapadrao horaentradatardepadrao horasaidamanhapadrao horasaidatardepadrao cnpj limiteentradasaida padraohoraempresa imgempresa horapadraoalmoco trabalhasabado horassabado empresarazao empresacep empresabairro empresacidade empresauf empresalogradouro empresacodigomunicipio empresadtcadastro empresaie empresacnae empresaatividade empresadtinicio empresatipoestabeleciomento siglaempresa codorgaoseap orig dtca,pessoas
b seplag pontofrequencian tbentidade 7 identidade dsentidade idstatus vinculocodigo identidadeantigo orig dtca,pessoas
b seplag pontofrequencian tbfrequencia 36 idfrequencia idusuario idmotivofalta dtfrequencia horaentramanha horasaidamanha horaentradatarde horasaidatarde obs totalhorasdias mesreferencia justificado anoreferencia entradamanhajust saidamanhajust entradatardejust saidatardejust idtpjustificativa turnojustificado horaentramanhaservidor horasaidamanhaservidor horaentradatardeservidor horasaidatardeservidor idempresa idvinculousuario totalhorasdiasegundos horaentradaaddnoturno idsetor idmotivofaltavesp horaentradanoite horasaidanoite entradanoitejust saidanoitejust idmotivofaltanot orig dtca,pessoas
b seplag pontofrequencian tborgao 5 idorgao dsorgao sigla orig dtca,pessoas
b seplag pontofrequencian tbsetor 15 idsetor dssetor idorgao idstatus sigla entradamanha saidamanha entradatarde saidatarde idempresa horasetor idclientesig idsetorantigo orig dtca,pessoas
b seplag pontofrequencian tbvinculousuario 27 idvinculousuario idempresa idusuario idregimehora idtpusuario idstatus idsetor dtiniciovinculo idcargo identidade horaentradamanha horaentradatarde horasaidamanha horasaidatarde acessodashboards manutencaodigital texthashcode idempresaopcional idsetorprioritario vinculo temp dtalteracaovinculo horaentradanoite horasaidanoite totalhorasemanal orig dtca,pessoas
b seplag seap cargos 73 cargo nome categoria subcategoria dt extincao controle vaga por refer e aglutinador cargo aglut tipo cargo cargo funcao escolaridade flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 flex campo 31 flex campo 32 flex campo 33 flex campo 34 flex campo 35 flex campo 36 flex campo 37 flex campo 38 flex campo 39 flex campo 40 flex campo 41 flex campo 42 flex campo 43 flex campo 44 flex campo 45 flex campo 46 flex campo 47 flex campo 48 flex campo 49 flex campo 50 pontpubl flex campo 51 flex campo 52 flex campo 53 flex campo 54 flex campo 55 dt controle acum pontlei dt inicio contr vaga orig dtca,pessoas
b seplag seap codigos freq 49 tipofreq codigo nome mnemonico nome abrev via frequencia onus qtd faltas qtdmin qtdmax afastamento flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 tipo preenchimento formato qtd hora entrada saida pontlei regras freq flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 sexo flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 orig dtca,pessoas
b seplag seap empresas 56 empresa nome fantasia razao cgc numender complemento cep ddd fone email web fax caixa postal ativ econ cnae nat jur responsavel cpf resp cgc declarante municipio codigo uf sigla mbairro codigo log codigo ramal banco agencia conta flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 pontpubl id documento tipologradouro nomelogradouro municipio pontproc orig dtca,entidade
b seplag seap erg abonos ferias 24 numfunc numvinc chaveperaqfer dtvenda dias vendidos emp codigo data pagto flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 orig dtca,pessoas
b seplag seap erg aposentadoria 48 numfunc numvinc dtini dtfim tipoapos dt homolog pontlei pontpubl emp codigo anostrab diastrab anosapos obs fracao1 fracao2 fimapos cargo fimapos formaprov fimapos setor fimapos referencia fimapos jornada fimapos numero vaga flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 oper id reg fimapos tipoevento id proc pes pontarqs orig dtca,pessoas
b seplag seap erg contdobro ferias 13 numfunc numvinc chaveperaqfer dtcont dias cont emp codigo flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 orig dtca,pessoas
b seplag seap erg contdobro licesp 13 numfunc numvinc chaveperaqlesp dtcont dias cont emp codigo flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 orig dtca,pessoas
b seplag seap erg venda licesp 13 numfunc numvinc chaveperaqlesp dtvenda dias vendidos emp codigo flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 orig dtca,pessoas
b seplag seap erg vw carga consig 46 numfunc numvinc numpens rubrica especie dtini dtfim parcelas tipo pagamento valor credor banco agencia conta obs flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 emp codigo flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 chave checagem linha arquivo origem orig dtca,financeiro
b seplag seap especie cons 9 especie nome flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 orig dtca,pessoas
b seplag seap evento func 110 numev numfunc numvinc tipoevento formaprov dtini dtfim dtinirem dtfimrem cargo setor referencia jornada horariotrab numev tit numfunc tit numvinc tit numero vaga pontpubl obs pontlei tipo subst flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 emp codigo param id id reg flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 flex campo 31 flex campo 32 flex campo 33 flex campo 34 flex campo 35 flex campo 36 flex campo 37 flex campo 38 flex campo 39 flex campo 40 flex campo 41 flex campo 42 flex campo 43 flex campo 44 flex campo 45 flex campo 46 flex campo 47 flex campo 48 flex campo 49 flex campo 50 flex campo 51 flex campo 52 flex campo 53 flex campo 54 flex campo 55 flex campo 56 flex campo 57 flex campo 58 flex campo 59 flex campo 60 flex campo 61 flex campo 62 flex campo 63 flex campo 64 flex campo 65 flex campo 66 flex campo 67 flex campo 68 flex campo 69 flex campo 70 flex campo 71 flex campo 72 flex campo 73 flex campo 74 flex campo 75 flex campo 76 flex campo 77 flex campo 78 flex campo 79 flex campo 80 id ingresso pontproc pontarqs orig dtca,pessoas
b seplag seap ferias 43 numfunc numvinc chaveperaqfer dtini dtfim abono adiantdterc adiantsal emprestimo totdias inifimabono obs mes ano folha numfolha pontpubl dtprevfim abono const flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 pontlei emp codigo id reg flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 pontarqs orig dtca,pessoas
b seplag seap fichas financeiras 18 mes ano folha num folha lancamento numfunc numvinc numpens mes ano direito rubrica tipo rubrica desc vant complemento valor correcao execucao emp codigo info orig dtca,financeiro
b seplag seap fichas rubricas 15 ficha linha rubrica tipo rubrica mes ano direito desc vant valor complemento info correcao sub cc desc vant benef itens comp calc orig dtca,financeiro
b seplag seap fichas vinculos 14 ficha mes ano folha num folha numfunc numvinc numpens info emp codigo subemp codigo execucao finalidade calculo emp cod origem orig dtca,financeiro
b seplag seap fitabanco 81 lancamento numfunc numvinc mes ano numero rubrica setor valorvan valordes numpens numdepen agencia banco conta valorliq tipopag cargo referencia centro custo funcao nome sindicato lote emp codigo ficha regimejur tipovinc dtexerc dtaposent dtvac categoria subemp codigo data credito numrep emp codigo vinc jornada subcategoria cpf subemp codigo gfip flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 numjur id pessoa tipo pessoa sub cc nome rep cpf rep tipopag rep banco rep agencia rep conta rep orig dtca,financeiro
b seplag seap folhas 56 mes ano numero tipo folha nome data aber data proc data consol responsavel tipo calculo data credito destino mes principal meses retro meses retro full meses adiant expiracao empcod flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 meses pre ergon flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 data geracao fitabanco grupo empresas numero sec flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 classe calculo data geraeleitos data geraeleitos ant classe estorno data limites id grupo fol seg numero terc id reg lista fol sec lista fol terc numfolha primaria grupo gravacao ficha finalidade calculo orig dtca,financeiro
b seplag seap folhas emp 56 mes ano numero emp codigo tipo folha nome data aber mes principal meses retro meses retro full meses adiant meses pre ergon data proc data consol responsavel tipo calculo data credito destino expiracao flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 data geracao fitabanco flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 numero sec grupo empresas classe calculo data geraeleitos data geraeleitos ant classe estorno data limites id grupo fol seg numero terc id reg lista fol sec lista fol terc numfolha primaria grupo gravacao ficha finalidade calculo orig dtca,financeiro
b seplag seap frequencias 68 numfunc numvinc dtini dtfim tipofreq codfreq quantidade pontpubl obs flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 pontlei emp codigo hora entrada hora saida id reg flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 flex campo 31 flex campo 32 flex campo 33 flex campo 34 flex campo 35 flex campo 36 flex campo 37 flex campo 38 flex campo 39 flex campo 40 flex campo 41 flex campo 42 flex campo 43 flex campo 44 flex campo 45 flex campo 46 flex campo 47 flex campo 48 flex campo 49 flex campo 50 pontproc pontarqs orig dtca,pessoas
b seplag seap funcionarios 198 numero nome sexo dtnasc cidnasc ufnasc g sanguineo pai mae estcivil escolaridade nacionalidade chegbrasil ufempant anoprimemp numrg tiporg orgaorg ufrg cpf numcartpro sercartpro ufcartpro numtitel zonatitel sectitel uftitel numdocmili serdocmili catmili cnh catcnh validcnh ufcnh pispasep datapis bancopis informarbb identprof tipoidprof tipologender nomelogender numender complender bairroender cidadeender ufender cepender telefone banco agencia conta tipopag pontpubl num cert livro a cert folha cert cartorio cert ramal tratamento dt recadast e mail numtel celular flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 flex campo 31 flex campo 32 flex campo 33 flex campo 34 flex campo 35 flex campo 36 flex campo 37 flex campo 38 flex campo 39 flex campo 40 raca deficiente flag web uf cart municipio cart tipodoc cert uf identprof tipodoc cert fim dt cert fim num cert fim livro cert fim folha cert fim cartorio cert fim uf cart fim municipio cart fim expedrg orgaomili ufdocmili tipodefic flex campo 41 flex campo 42 flex campo 43 flex campo 44 flex campo 45 flex campo 46 flex campo 47 flex campo 48 flex campo 49 flex campo 50 id reg gera pasep sercartaux us matricula cert matricula cert fim flex campo 51 flex campo 52 flex campo 53 flex campo 54 flex campo 55 flex campo 56 flex campo 57 flex campo 58 flex campo 59 flex campo 60 flex campo 61 flex campo 62 flex campo 63 flex campo 64 flex campo 65 flex campo 66 flex campo 67 flex campo 68 flex campo 69 flex campo 70 flex campo 71 flex campo 72 flex campo 73 flex campo 74 flex campo 75 flex campo 76 flex campo 77 flex campo 78 flex campo 79 flex campo 80 flex campo 81 flex campo 82 flex campo 83 flex campo 84 flex campo 85 flex campo 86 flex campo 87 flex campo 88 flex campo 89 flex campo 90 flex campo 91 flex campo 92 flex campo 93 flex campo 94 flex campo 95 id pessoa flex campo 96 flex campo 97 flex campo 98 flex campo 99 flex campo 100 catmili aux municipio cart cod municipio cart fim cod cidadeender cod cidnasc cod nome busca pontarqs orig dtca,pessoas
b seplag seap hsetor 106 dataini setor nomesetor paisetor tiposetor datafim tipolog emp codigo subemp codigo nomelog numerolog complemento bairro cep cidade uf fone fax centro custo tipoacesso tipologia obs mbairro municipio codigo mbairro codigo cgc hlocal paisetor1 paisetor2 paisetor3 paisetor4 flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 extinto flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 pontpubl nomesetorlongo flex campo 31 flex campo 32 flex campo 33 flex campo 34 flex campo 35 flex campo 36 flex campo 37 flex campo 38 flex campo 39 flex campo 40 flex campo 41 flex campo 42 flex campo 43 flex campo 44 flex campo 45 flex campo 46 flex campo 47 flex campo 48 flex campo 49 flex campo 50 flex campo 51 flex campo 52 flex campo 53 flex campo 54 flex campo 55 flex campo 56 flex campo 57 flex campo 58 flex campo 59 flex campo 60 flex campo 61 flex campo 62 flex campo 63 flex campo 64 flex campo 65 flex campo 66 flex campo 67 flex campo 68 flex campo 69 flex campo 70 cidade cod orig dtca,entidade
b seplag seap lic afast 83 numfunc numvinc dtini dtfim tipofreq codfreq motivo pontpubl dtprevfim flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 pontlei emp codigo flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 id reg reqlicafast resultpront flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 flex campo 21 flex campo 22 flex campo 23 flex campo 24 flex campo 25 flex campo 26 flex campo 27 flex campo 28 flex campo 29 flex campo 30 flex campo 31 flex campo 32 flex campo 33 flex campo 34 flex campo 35 flex campo 36 flex campo 37 flex campo 38 flex campo 39 flex campo 40 flex campo 41 flex campo 42 flex campo 43 flex campo 44 flex campo 45 pontproc flex campo 46 flex campo 47 flex campo 48 flex campo 49 flex campo 50 flex campo 51 flex campo 52 flex campo 53 flex campo 54 flex campo 55 flex campo 56 flex campo 57 flex campo 58 flex campo 59 flex campo 60 flex campo 61 flex campo 62 flex campo 63 flex campo 64 flex campo 65 pontarqs orig dtca,pessoas
b seplag seap lic esp 35 numfunc numvinc chaveperaqlesp dtini dtfim abono pontpubl dtprevfim obs flex campo 01 flex campo 02 flex campo 03 flex campo 04 flex campo 05 pontlei emp codigo id reg flex campo 06 flex campo 07 flex campo 08 flex campo 09 flex campo 10 flex campo 11 flex campo 12 flex campo 13 flex campo 14 flex campo 15 flex campo 16 flex campo 17 flex campo 18 flex campo 19 flex campo 20 pontarqs orig dtca,pessoas
